-- 1st mean values --
Format: XTAB(V:1;HEAD:2;COL:TCFFFFFFFFFFFFFFFFFFFFFFFF)
StartTime: 2016/05/29 00:00:00
EndTime: 2016/05/30 00:00:00
Period: 24 h
Station: Gia Lam

Time	MeasPt	Wind Spd.	Wind Dir.	Temp	RH	Barometer	Radiation	InnerTemp	NO	NO2	NOx	SO2	CO	O3	PM-10	PM-2.5	PM-1	CH4	NMHC	THC	BENZEN	TOLUEN	ETHYL BENZEN	MP-XYLEN	O-XYLEN
		m/s	degree	°C	%	hPa	W/m²	°C	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	ppm	ppmC	ppmC	ug/m3	ug/m3	ug/m3	ug/m3	ug/m3
2016/05/29 00:05:00		0.73894	170.048	26.0177	0.363542	1002.54	1.13021	26.6296	38.4647	7.3807	45.8454	22.7513	2362.92	142.349	2.85517	2.33276	1.97586								
2016/05/29 00:10:00		0.84651	169.285	26.0161	0.3625	1002.56	1.19583	26.7504	37.3927	7.5621	44.9548	22.7942	2415.63	61.833	2.99667	2.46667	2.19917								
2016/05/29 00:15:00		0.57559	179.055	26.1083	0.364583	1002.56	1.1375	26.9518	37.4642	8.1338	45.598	22.7942	2488.96	188.941	2.23333	1.87667	1.595								
2016/05/29 00:20:00		0.62033	84.156	26.1229	0.359896	1002.54	1.12292	27.0503	36.4726	7.8223	44.2949	22.8276	2421.88	250.885	4.065	3.17833	2.705								
2016/05/29 00:25:00		0.53432	68.779	26.0318	0.359896	1002.5	1.1375	27.075	35.6976	8.3769	44.0745	22.9229	2249.38	230.001	3.75833	3.06	2.67417								
2016/05/29 00:30:00		0.55438	82.038	26.0187	0.363021	1002.44	1.10833	27.0068	33.8305	7.7059	41.5364	22.8657	2241.88	204.703	3.6575	2.75583	2.32167								
2016/05/29 00:35:00		0.65008	88.074	26.1052	0.3625	1002.38	1.10833	26.8769	32.4235	8.2742	40.6977	22.7608	2121.04	181.923	5.3383	3.63667	2.96833								
2016/05/29 00:40:00		0.71083	103.363	26.138	0.363542	1002.36	1.05729	26.7386	32.256	8.3632	40.6192	22.8609	2115.83	161.264	3.74083	2.76083	2.32083								
2016/05/29 00:45:00		0.85199	93.67	26.1453	0.3625	1002.37	1.10104	26.7601	32.5419	7.1548	39.6967	22.8037	2196.04	74.644	3.83667	2.96417	2.30167								
2016/05/29 00:50:00		0.99527	76.217	26.1849	0.364583	1002.3	1.07187	26.9424	32.055	6.9459	39.001	22.6941	2203.96	158.336	4.26167	3.08917	2.28667								
2016/05/29 00:55:00		0.67267	65.058	26.2182	0.361458	1002.24	1.11563	27.0321	30.0294	8.1612	38.1906	22.6417	2077.29	245.795	3.22417	2.35667	1.9775								
2016/05/29 01:00:00		0.63962	63.674	26.2193	0.361458	1002.19	1.11563	27.0501	28.9552	8.0038	36.9589	22.7799	1931.04	229.237	4.99167	3.32833	2.295								
2016/05/29 01:05:00		1.05339	60.16	26.2177	0.359896	1002.16	1.08646	26.9915	28.4058	7.9764	36.3821	22.6989	1815.21	206.01	3.3775	2.59333	1.95333								
2016/05/29 01:10:00		0.74451	72.165	26.3062	0.360938	1002.12	1.11563	26.8677	27.1506	7.9421	35.0928	22.8562	1689.58	182.394	1.50583	1.2375	1.02								
2016/05/29 01:15:00		1.13217	75.678	26.3229	0.360417	1002.03	1.03542	26.7483	27.0792	6.4667	33.5458	22.7132	1601.88	167.283	3.98417	2.99583	2.4								
2016/05/29 01:20:00		0.68984	80.413	26.3208	0.358333	1002.02	1.07187	26.7391	26.5856	6.6755	33.2611	22.7847	1666.88	89.12	6.5	5.1383	4.575								
2016/05/29 01:25:00		0.54538	84.648	26.249	0.361458	1001.98	1.07917	26.9292	25.5002	7.5313	33.0315	22.8419	1696.88	136.531	3.98583	3.06333	2.54417								
2016/05/29 01:30:00		0.8337	62.702	26.3193	0.363021	1001.95	1.06458	27.0425	26.2841	6.6447	32.9288	22.7275	1654.58	248.099	4.415	3.37833	2.9725								
2016/05/29 01:35:00		0.62841	55.016	26.3146	0.359375	1001.96	1.02813	27.0887	25.3327	6.7303	32.063	22.8323	1588.96	231.29	4.75833	3.49	2.65								
2016/05/29 01:40:00		0.69059	62.702	26.3182	0.3625	1001.87	1.10833	27.0514	25.69	6.8159	32.5059	22.818	1548.13	210.314	4.125	3.60333	3.09083								
2016/05/29 01:45:00		0.96956	63.922	26.3203	0.358854	1001.71	1.05729	26.9426	24.2183	7.2232	31.4415	22.8895	1465.42	185.655	4.581	3.97767	3.5755								
2016/05/29 01:50:00		1.22408	68.182	26.4016	0.363542	1001.66	1.11563	26.8154	23.2579	6.8569	30.1149	22.9229	1401.25	168.143	5.4505	3.76267	2.69883								
2016/05/29 01:55:00		0.80981	66.699	26.4917	0.3625	1001.58	1.13021	26.7611	22.1859	6.9459	29.1319	22.6464	1369.17	105.968	5.6458	4.62	4.075								
2016/05/29 02:00:00		1.29139	82.472	26.4901	0.363021	1001.49	1.13021	26.9231	21.7236	6.4598	28.1835	22.6512	1424.58	116.304	5.2238	4.1305	3.2705								
2016/05/29 02:05:00		1.28066	83.855	26.5943	0.360417	1001.41	1.11563	27.0474	20.8928	6.3126	27.2055	22.6941	1443.33	242.555	3.80917	3.12333	2.72083								
2016/05/29 02:10:00		0.96059	96.098	26.6536	0.365104	1001.39	1.11563	27.0879	18.8248	7.2814	26.1062	22.6655	1450.0	231.526	8.9883	6.0883	4.54333								
2016/05/29 02:15:00		1.09856	107.991	26.6979	0.364062	1001.38	1.11563	27.064	18.6126	6.0867	24.6993	22.7084	1426.67	211.664	4.8455	3.47833	2.7585								
2016/05/29 02:20:00		1.14809	96.666	26.6938	0.366146	1001.39	1.15937	26.9617	17.7215	6.4564	24.1779	22.818	1433.96	187.32	5.9083	3.93433	3.111								
