-- 1st mean values --
Format: XTAB(V:1;HEAD:2;COL:TCFFFFFFFFFFFFFFFFFFFFFFFF)
StartTime: 2016/03/17 00:00:00
EndTime: 2016/03/18 00:00:00
Period: 24 h
Station: Gia Lam

Time	MeasPt	Wind Spd.	Wind Dir.	Temp	RH	Barometer	Radiation	InnerTemp	NO	NO2	NOx	SO2	CO	O3	PM-10	PM-2.5	PM-1	CH4	NMHC	THC	BENZEN	TOLUEN	ETHYL BENZEN	MP-XYLEN	O-XYLEN
		m/s	degree	°C	%	hPa	W/m²	°C	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	ppm	ppmC	ppmC	ug/m3	ug/m3	ug/m3	ug/m3	ug/m3
2016/03/17 00:05:00		1.08271	130.219	19.5302	0.363021	1010.72	1.1375	26.7349	48.7626	23.3711	72.134	14.3	1141.67	46.8602	49.3733	46.1117	44.2733								
2016/03/17 00:10:00		0.82728	135.396	19.5234	0.363021	1010.73	1.09375	26.7314	52.329	30.7073	83.037	14.3	1067.71	47.8853	52.332	49.0242	46.8425								
2016/03/17 00:15:00		0.94285	141.169	19.4375	0.358854	1010.68	1.15937	26.6433	51.387	30.7484	82.135	14.3	1020.42	8.7434	53.039	49.6117	47.4542								
2016/03/17 00:20:00		0.53438	108.225	19.4885	0.360417	1010.61	1.14479	26.4814	51.552	24.3981	75.95	14.3095	986.04	12.8544	55.66	51.977	49.4383								
2016/03/17 00:25:00		0.8494	122.007	19.5214	0.354688	1010.54	1.10833	26.396	53.935	22.6727	76.608	14.5383	975.0	32.8807	56.434	53.683	50.817								
2016/03/17 00:30:00		0.79479	92.367	19.4224	0.358854	1010.47	1.1375	26.3614	50.511	22.0908	72.602	14.4668	928.54	42.1421	57.365	54.887	51.826								
2016/03/17 00:35:00		0.7475	99.159	19.424	0.359375	1010.41	1.08646	26.3526	47.2216	25.9489	73.17	14.3	932.71	49.0211	58.597	55.516	52.025								
2016/03/17 00:40:00		0.90241	91.021	19.4224	0.361979	1010.31	1.11563	26.3654	48.0569	31.8404	79.897	14.4478	995.21	39.8348	59.507	56.232	52.923								
2016/03/17 00:45:00		0.74709	95.99	19.4214	0.357292	1010.21	1.18854	26.3703	51.076	30.3068	81.383	14.4811	994.58	20.1013	60.754	57.114	53.41								
2016/03/17 00:50:00		0.83499	124.833	19.4219	0.359896	1010.22	1.16667	26.2484	51.666	24.5966	76.263	14.5717	988.54	10.9114	61.424	56.893	53.296								
2016/03/17 00:55:00		0.92731	111.272	19.426	0.358854	1010.19	1.1375	26.1507	51.208	22.1558	73.364	14.7862	960.0	18.2619	59.846	54.749	51.707								
2016/03/17 01:00:00		0.8057	109.2	19.4229	0.359896	1010.13	1.14479	26.1174	52.622	20.5297	73.152	14.7433	883.54	15.4439	56.867	52.962	49.8183								
2016/03/17 01:05:00		1.09814	140.589	19.4203	0.356771	1010.09	1.10104	26.1289	47.8737	26.6746	74.548	14.5193	859.79	6.1218	55.312	51.88	49.18								
2016/03/17 01:10:00		1.52637	145.772	19.4182	0.360417	1009.99	1.14479	26.1821	46.2635	30.365	76.628	14.8053	851.88	117.604	51.173	47.8725	45.3708								
2016/03/17 01:15:00		1.40414	142.546	19.338	0.359896	1009.85	1.15937	26.2508	42.5941	27.8694	70.463	14.7862	767.29	255.046	55.304	47.6633	44.1783								
2016/03/17 01:20:00		1.20568	144.593	19.3208	0.358854	1009.74	1.1375	26.1963	39.1369	25.2505	64.387	14.8625	716.88	249.474	51.221	46.8692	44.4783								
2016/03/17 01:25:00		0.88088	129.215	19.3224	0.358333	1009.72	1.15937	26.0752	33.2253	20.3928	53.618	14.872	652.29	258.274	52.358	47.81	45.1033								
2016/03/17 01:30:00		0.70459	126.963	19.3245	0.356771	1009.63	1.11563	26.047	32.2359	20.3175	52.553	14.872	619.17	266.236	56.264	49.38	45.5442								
2016/03/17 01:35:00		0.84202	136.207	19.3234	0.360938	1009.53	1.16667	26.0494	36.9996	26.524	63.524	14.872	585.0	165.732	59.795	51.766	47.6325								
2016/03/17 01:40:00		0.89477	147.858	19.324	0.361979	1009.47	1.15208	26.0782	39.8025	29.3619	69.164	14.4668	599.58	19.3656	56.072	48.2833	44.7133								
2016/03/17 01:45:00		0.51463	158.837	19.3198	0.361458	1009.47	1.15208	26.1482	38.8265	29.9336	68.76	14.6337	592.5	15.6403	54.673	47.15	43.6025								
2016/03/17 01:50:00		0.81371	144.065	19.3203	0.355208	1009.44	1.17396	26.196	37.1828	28.8484	66.031	14.872	552.71	6.5433	49.7492	44.2958	41.41								
2016/03/17 01:55:00		0.72065	158.0	19.3208	0.355729	1009.42	1.14479	26.0835	34.1209	22.772	56.893	14.7624	550.21	0.79291	50.304	43.2125	40.4175								
2016/03/17 02:00:00		0.85218	157.509	19.3224	0.3625	1009.41	1.14479	26.018	29.9311	19.513	49.4441	14.7338	546.88	16.2868	43.1383	38.4692	36.21								
2016/03/17 02:05:00		0.84664	149.906	19.324	0.361979	1009.35	1.13021	26.0	30.5944	22.2346	52.829	14.6384	544.79	24.7159	43.8375	37.5408	34.9283								
2016/03/17 02:10:00		0.82039	160.805	19.324	0.358854	1009.32	1.21042	26.0102	31.1327	27.8454	58.978	14.7052	541.04	19.6406	39.8192	35.2392	33.1983								
2016/03/17 02:15:00		0.75731	158.938	19.2667	0.363542	1009.27	1.1375	26.0647	28.0485	26.7294	54.778	14.6432	520.0	13.7473	41.1317	34.3842	32.1858								
2016/03/17 02:20:00		1.01603	169.198	19.2292	0.361979	1009.2	1.17396	26.1332	26.9787	27.1025	54.081	14.6003	502.71	9.7899	38.9833	33.6758	31.845								
2016/03/17 02:25:00		0.97439	153.858	19.2224	0.361458	1009.15	1.13021	26.1576	26.2707	27.195	53.466	14.6527	503.54	1.84298	39.0467	34.2225	32.2708								
2016/03/17 02:30:00		0.89303	167.672	19.2281	0.361979	1009.05	1.23229	26.0312	25.3439	22.3441	47.688	14.4859	474.167	2.01799	35.8033	32.6025	31.2042								
2016/03/17 02:35:00		0.65496	137.705	19.2229	0.357812	1008.99	1.13021	25.9695	22.2127	19.8348	42.0475	14.6289	455.0	13.7116	37.475	32.6317	30.6733								
2016/03/17 02:40:00		0.56244	165.206	19.226	0.359896	1009.02	1.14479	25.9515	21.3529	22.6419	43.9948	14.4668	441.458	19.7835	36.07	32.3733	30.6								
2016/03/17 02:45:00		0.75759	168.682	19.2286	0.360938	1008.93	1.21771	25.9745	21.9336	26.904	48.8375	14.6241	400.833	13.7581	35.4817	31.8433	29.8183								
2016/03/17 02:50:00		0.59741	160.346	19.224	0.360417	1008.93	1.10104	26.032	19.2848	26.0926	45.3775	14.3	387.083	8.272	34.8767	31.3333	29.4767								
2016/03/17 02:55:00		0.64488	172.245	19.2286	0.366667	1008.9	1.18125	26.0897	18.9833	25.1307	44.114	14.3	414.167	5.3896	32.3483	29.65	28.0983								
2016/03/17 03:00:00		0.56198	160.313	19.2255	0.359896	1008.92	1.14479	26.1402	18.2821	26.0447	44.3268	14.3	413.958	2.08228	29.7917	28.08	26.8767								
2016/03/17 03:05:00		0.0	502.0	19.1828	0.359896	1008.93	1.17396	26.0408	16.2319	23.2136	39.4455	14.3	397.708	0.0	29.8942	28.1425	27.0283								
2016/03/17 03:10:00		0.0	502.0	19.1875	0.363542	1008.93	1.15208	25.9595	17.6366	20.4373	38.0739	14.3048	413.333	8.1863	29.8525	28.0258	26.7217								
2016/03/17 03:15:00		0.0	502.0	19.1359	0.361979	1008.93	1.15208	25.9244	16.5244	21.2966	37.821	14.3524	435.417	16.9511	29.9692	27.6008	26.5467								
2016/03/17 03:20:00		0.7371	134.293	19.226	0.364583	1008.93	1.15208	25.9281	18.2664	27.5613	45.8277	14.3	525.42	12.1151	30.7833	28.3525	26.82								
2016/03/17 03:25:00		0.79706	132.621	19.2266	0.359896	1008.87	1.15208	25.9646	17.4669	26.6643	44.1312	14.3	561.04	7.4362	30.02	28.3792	27.0183								
2016/03/17 03:30:00		0.69903	141.552	19.1969	0.363542	1008.81	1.18125	26.0237	20.6271	26.9279	47.555	14.3	523.96	4.84318	36.1933	34.08	33.0617								
2016/03/17 03:35:00		0.74418	165.282	19.1276	0.359375	1008.85	1.14479	26.0739	18.9454	25.6887	44.6341	14.4001	513.54	3.75382	34.5892	32.7933	31.4192								
2016/03/17 03:40:00		0.0	502.0	19.1286	0.359896	1008.83	1.11563	26.0843	18.6751	24.6103	43.2855	14.3334	536.25	1.22508	31.9617	30.3158	29.0267								
2016/03/17 03:45:00		0.0	502.0	19.1281	0.364062	1008.84	1.17396	25.9571	17.0738	22.6488	39.7226	14.4907	590.0	1.67511	31.58	29.3717	28.0792								
2016/03/17 03:50:00		0.0	502.0	19.1286	0.357292	1008.94	1.09375	25.8809	16.587	19.359	35.9459	14.4096	586.88	11.1579	29.8733	27.8842	26.6942								
2016/03/17 03:55:00		1.29477	148.423	19.1276	0.3625	1008.91	1.19583	25.8409	15.18	22.4228	37.6028	14.3	624.17	16.7761	27.7892	26.68	25.91								
2016/03/17 04:00:00		0.86142	162.887	19.1271	0.361458	1008.9	1.15208	25.8709	14.8405	26.5788	41.4193	14.3	695.0	10.6293	28.09	26.3892	25.3233								
2016/03/17 04:05:00		0.89416	190.832	19.1271	0.360417	1009.0	1.20313	25.9359	16.1671	26.0413	42.2084	14.3143	669.58	5.9861	27.7858	26.38	25.2967								
2016/03/17 04:10:00		0.77781	188.024	19.1255	0.358333	1009.0	1.12292	26.0	15.1152	24.8226	39.9378	14.3	622.71	3.77525	25.6842	24.6475	23.7158								
2016/03/17 04:15:00		0.5401	198.935	19.126	0.361458	1009.0	1.13021	26.0637	14.2732	23.3334	37.6067	14.3	557.71	1.4751	24.8817	23.315	22.3208								
2016/03/17 04:20:00		0.90599	159.378	19.1255	0.358333	1009.04	1.15208	26.0409	12.5312	22.3852	34.9164	14.3	520.63	0.0	23.9208	22.1692	21.385								
