-- 1st mean values --
Format: XTAB(V:1;HEAD:2;COL:TCFFFFFFFFFFFFFFFFFFFFFFFF)
StartTime: 2015/05/05 00:00:00
EndTime: 2015/05/06 00:00:00
Period: 24 h
Station: Gia Lam

Time	MeasPt	Wind Spd.	Wind Dir.	Temp	RH	Barometer	Radiation	InnerTemp	NO	NO2	NOx	SO2	CO	O3	PM-10	PM-2.5	PM-1	CH4	NMHC	THC	BENZEN	TOLUEN	ETHYL BENZEN	MP-XYLEN	O-XYLEN
		m/s	degree	°C	%	hPa	W/m²	°C	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	ppm	ppmC	ppmC	ug/m3	ug/m3	ug/m3	ug/m3	ug/m3
2015/05/05 00:05:00		2.39386	151.571	27.388	63.104	1005.88	1.8375	26.3641	0.98937	23.8435	24.8329	48.9918	726.46	38.0918							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:10:00		1.63529	137.857	27.3349	63.778	1005.67	1.75729	26.3606	0.7169	23.5628	24.2797	48.6915	715.83	37.0918							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:15:00		1.23298	130.026	27.2948	64.755	1005.67	1.96146	26.3424	8.2946	16.1958	24.4904	49.0585	702.08	35.0952							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:20:00		1.08354	162.015	27.2964	65.789	1005.83	2.12188	26.3225	1.13007	0.0	1.13007	49.8975	700.63	34.5559							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:25:00		1.07692	149.055	27.4	66.617	1005.77	1.96146	26.3053	0.54493	4.33394	4.87887	47.7429	772.08	33.6808							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:30:00		1.32708	89.915	27.4854	67.008	1005.68	2.24583	26.2841	87.486	5.1795	92.666	47.4903	839.58	32.395							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:35:00		1.50904	119.949	27.5932	67.542	1005.57	1.75729	26.2581	210.393	6.6207	217.014	46.4226	833.96	32.1271							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:40:00		2.589	164.631	27.663	67.958	1005.49	1.78646	26.2465	213.326	4.99122	218.317	46.2033	784.38	30.9842							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:45:00		2.91148	162.579	27.6943	67.997	1005.47	1.76458	26.2476	217.426	1.25979	218.686	45.6647	725.42	30.002							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:50:00		2.54302	164.478	27.6917	68.047	1005.42	1.76458	26.2766	135.097	19.0406	154.137	45.9745	675.83	29.8056							0.0	0.0	0.0	0.0	0.0
2015/05/05 00:55:00		2.18629	165.943	27.6557	68.449	1005.2	1.75	26.3155	3.82347	35.2295	39.053	45.5312	638.54	30.377							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:00:00		1.84526	160.248	27.5479	68.509	1005.12	1.75	26.3416	2.60183	27.2463	29.8481	46.3844	607.29	30.9842							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:05:00		2.63529	158.647	27.4859	69.039	1005.21	1.80104	26.374	4.25003	34.6681	38.9181	47.0995	590.83	31.2878							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:10:00		1.30423	147.909	27.3859	69.217	1005.26	1.77917	26.3872	7.0104	45.8863	52.897	47.5237	569.38	31.6807							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:15:00		1.53408	127.887	27.3271	69.346	1005.2	1.79375	26.4215	4.6766	42.4562	47.1328	48.0718	564.17	31.8235							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:20:00		1.97595	143.315	27.2354	69.423	1005.15	1.78646	26.4266	4.22547	37.3246	41.5501	47.9765	564.17	31.5557							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:25:00		1.86489	137.553	27.1927	69.756	1005.18	1.79375	26.4371	3.07977	36.4106	39.4903	48.7058	555.42	32.1093							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:30:00		1.38458	146.135	27.1875	69.866	1005.19	1.82292	26.4315	4.12273	37.9271	42.0498	49.1586	583.13	31.9307							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:35:00		1.63661	140.315	27.1927	69.822	1005.15	1.76458	26.428	6.365	40.6076	46.9726	49.5876	589.58	31.77							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:40:00		1.64003	138.378	27.1896	69.016	1005.14	1.75	26.4395	9.2996	48.714	58.014	49.4256	581.46	32.1986							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:45:00		1.15907	139.913	27.2047	68.143	1005.15	1.73542	26.4428	4.8374	44.8696	49.707	49.4494	554.79	31.7343							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:50:00		1.06586	157.656	27.2901	67.424	1005.05	1.93229	26.4419	3.0619	41.7407	44.8026	49.5257	547.71	32.02							0.0	0.0	0.0	0.0	0.0
2015/05/05 01:55:00		2.05491	143.049	27.2922	66.881	1005.05	1.70625	26.4438	4.75477	45.8692	50.624	49.3827	536.67	32.0378							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:00:00		2.27184	147.021	27.2911	66.177	1005.16	1.78646	26.4551	2.04797	37.4239	39.4718	49.4208	528.75	32.0557							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:05:00		1.6925	145.556	27.2953	66.056	1005.18	1.74271	26.4511	1.26183	31.2687	32.5305	49.8021	516.46	31.9307							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:10:00		1.73571	148.066	27.2266	65.215	1005.13	1.71354	26.4508	2.94353	43.0929	46.0365	50.036	517.71	32.5914							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:15:00		2.42508	151.482	27.1859	64.134	1005.14	1.73542	26.461	1.87153	41.727	43.5985	49.4875	508.75	33.4486							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:20:00		2.34378	137.547	27.1406	63.179	1005.11	1.80104	26.4605	1.6482	37.2767	38.9249	49.6448	493.125	33.3951							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:25:00		2.99493	131.12	27.1146	62.995	1005.15	1.77917	26.4559	1.44497	35.0789	36.5239	49.5066	500.0	33.5201							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:30:00		2.27242	152.51	27.151	62.935	1005.19	1.80833	26.4492	2.31373	46.9099	49.2237	49.4589	493.958	33.6808							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:35:00		2.34662	142.683	27.0922	63.217	1005.18	1.79375	26.4532	1.83357	37.2459	39.0794	49.1586	510.0	34.1987							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:40:00		2.21386	130.947	27.0917	63.546	1005.16	1.79375	26.4352	1.51867	35.4657	36.9844	49.5352	508.33	34.2701							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:45:00		2.19799	134.991	27.0359	63.602	1005.15	1.78646	26.428	1.8827	40.4946	42.3773	49.9118	490.208	34.413							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:50:00		1.70546	147.7	26.9885	63.618	1005.14	1.77188	26.4089	1.23057	29.5125	30.7431	49.7163	471.667	34.2701							0.0	0.0	0.0	0.0	0.0
2015/05/05 02:55:00		2.45195	148.406	26.9885	63.87	1005.04	1.76458	26.3915	1.39137	36.3455	37.7369	49.8832	457.5	34.2166							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:00:00		1.88577	150.057	26.9688	64.057	1005.03	1.85938	26.3807	1.14347	32.7339	33.8774	49.3302	460.625	35.038							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:05:00		1.50205	149.092	26.9214	64.22	1005.06	1.77188	26.37	1.42933	37.3314	38.7608	49.5066	472.708	34.5202							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:10:00		1.0702	146.001	26.8901	64.278	1004.99	1.80833	26.3727	0.9916	28.1261	29.1177	49.3207	462.917	34.663							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:15:00		1.3841	134.907	26.9406	64.509	1004.95	1.77917	26.3703	1.0653	32.6689	33.7342	49.0681	476.042	34.8702							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:20:00		1.46885	126.882	26.9906	64.881	1004.97	1.86667	26.359	0.92907	33.066	33.995	49.2921	488.958	35.0809							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:25:00		1.37113	133.581	27.0823	65.164	1004.95	1.80833	26.3512	1.0586	29.5981	30.6567	49.5876	494.792	35.0773							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:30:00		1.44852	110.976	27.2151	65.515	1005.0	2.07813	26.374	1.5343	28.3315	29.8658	49.3398	495.625	34.3951							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:35:00		1.52196	101.535	27.3203	65.87	1005.11	1.80104	26.3802	0.74147	28.4	29.1414	49.0967	517.92	34.8237							0.0	0.0	0.0	0.0	0.0
2015/05/05 03:40:00		1.09829	78.54	27.4516	66.743	1005.22	1.93958	26.3952	2.40753	37.3862	39.7938	48.5628	538.75	33.2879							0.0	0.0	0.0	0.0	0.0
