-- 1st mean values --
Format: XTAB(V:1;HEAD:2;COL:TCFFFFFFFFFFFFFFFFFFFFFFFF)
StartTime: 2016/11/27 00:00:00
EndTime: 2016/11/28 00:00:00
Period: 24 h
Station: Gia Lam

Time	MeasPt	Wind Spd.	Wind Dir.	Temp	RH	Barometer	Radiation	InnerTemp	NO	NO2	NOx	SO2	CO	O3	PM-10	PM-2.5	PM-1	CH4	NMHC	THC	BENZEN	TOLUEN	ETHYL BENZEN	MP-XYLEN	O-XYLEN
		m/s	degree	°C	%	hPa	W/m²	°C	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	ppm	ppmC	ppmC	ug/m3	ug/m3	ug/m3	ug/m3	ug/m3
2016/11/27 00:05:00		0.53337	330.215	17.1604	0.358333	1019.16	1.04271	26.2935	13.2571	24.2885	37.5456	25.0774	1635.21	36.2131	41.2925	36.9767	34.2717				4.67258	0.0	11.2243	14.1222	0.49333
2016/11/27 00:10:00		1.22445	335.69	17.112	0.353646	1019.12	1.09375	26.0417	14.2152	21.7074	35.9225	24.453	1764.79	39.3562	42.7275	35.8958	33.1508				4.62492	0.0	10.0578	12.7866	0.466357
2016/11/27 00:15:00		0.86334	348.72	17.0562	0.358854	1019.13	1.08646	26.0884	13.8534	23.4156	37.269	24.4864	1800.21	38.4561	44.345	38.0825	35.26				4.38664	0.0	4.22524	6.1086	0.331493
2016/11/27 00:20:00		0.88339	340.919	17.0073	0.358854	1019.12	1.11563	26.1673	12.5223	23.265	35.7873	24.6675	1764.58	41.0634	41.685	36.5467	34.42				4.38664	0.0	4.22524	6.1086	0.331493
2016/11/27 00:25:00		1.05287	323.265	16.9161	0.357292	1019.1	1.14479	26.206	11.7004	21.947	33.6474	25.1775	1743.33	42.6564	40.9242	36.33	33.9208				4.3756	0.0	3.92243	5.8001	0.32087
2016/11/27 00:30:00		0.86662	337.184	16.9099	0.363021	1019.13	1.1375	26.2661	11.2046	22.4536	33.6583	24.7295	1739.38	41.2456	44.7233	40.0333	37.4525				4.32039	0.0	2.40839	4.25752	0.267754
2016/11/27 00:35:00		0.81575	356.053	16.837	0.361458	1019.07	1.1375	26.301	13.094	22.0394	35.1335	24.7771	1734.17	39.917	53.286	45.7217	43.005				4.32039	0.0	2.40839	4.25752	0.267754
2016/11/27 00:40:00		0.80693	6.0742	16.8094	0.356771	1019.03	1.11563	26.2986	12.2208	23.7751	35.9958	24.6532	1735.83	39.9276	55.637	50.115	47.2233				4.59296	0.0	2.28934	4.05121	0.286386
2016/11/27 00:45:00		0.70874	3.53739	16.8125	0.359375	1018.97	1.09375	26.3255	14.8293	23.8367	38.666	25.3062	1822.5	36.9953	52.615	45.8533	42.5583				5.9558	0.0	1.69408	3.01969	0.379547
2016/11/27 00:50:00		0.98057	13.1341	16.751	0.359896	1018.91	1.10833	26.3456	14.0499	21.8135	35.8634	25.9545	1905.42	42.2314	40.4333	37.45	35.4317				5.9558	0.0	1.69408	3.01969	0.379547
2016/11/27 00:55:00		0.91883	2.21982	16.7099	0.358333	1018.85	1.08646	26.3464	11.8545	20.5297	32.3843	26.4979	1911.25	45.0494	36.2633	32.5733	31.155				6.1325	0.0	1.68041	3.03162	0.375968
2016/11/27 01:00:00		0.9979	20.2065	16.7083	0.357812	1018.86	1.07917	26.367	11.5664	20.3175	31.8839	27.0365	1868.13	41.6028	34.1783	30.675	29.2367				7.0158	0.0	1.61208	3.09125	0.358079
2016/11/27 01:05:00		0.75124	6.008	16.6333	0.358333	1018.86	1.03542	26.3727	13.0449	20.0539	33.0988	27.0413	1819.79	37.2346	31.6317	29.8033	28.4683				7.0158	0.0	1.61208	3.09125	0.358079
