-- 1st mean values --
Format: XTAB(V:1;HEAD:2;COL:TCFFFFFFFFFFFFFFFFFFFFFFFF)
StartTime: 2015/11/25 00:00:00
EndTime: 2015/11/26 00:00:00
Period: 24 h
Station: Gia Lam

Time	MeasPt	Wind Spd.	Wind Dir.	Temp	RH	Barometer	Radiation	InnerTemp	NO	NO2	NOx	SO2	CO	O3	PM-10	PM-2.5	PM-1	CH4	NMHC	THC	BENZEN	TOLUEN	ETHYL BENZEN	MP-XYLEN	O-XYLEN
		m/s	degree	°C	%	hPa	W/m²	°C	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	µg/m3	ppm	ppmC	ppmC	ug/m3	ug/m3	ug/m3	ug/m3	ug/m3
2015/11/25 00:05:00		0.0	502.0	23.812	13.8682	1014.65	1.1375	26.5915	66.58	19.0782	85.658	11.44	1780.0	74.976											
2015/11/25 00:10:00		0.0	502.0	23.9	13.9859	1014.6	1.06458	26.2449	71.033	18.4141	89.448	11.44	1888.96	58.557											
2015/11/25 00:15:00		0.0	502.0	23.9125	13.9891	1014.56	1.02083	25.9813	69.416	17.6815	87.098	11.44	1935.63	50.375											
2015/11/25 00:20:00		0.0	502.0	23.9146	13.9406	1014.54	1.00625	25.8145	67.893	19.1227	87.016	11.44	1933.33	52.032											
2015/11/25 00:25:00		0.0	502.0	23.9104	13.9625	1014.52	1.05	25.6902	68.811	18.9653	87.776	11.44	1927.29	46.0495											
2015/11/25 00:30:00		0.0	502.0	23.9125	14.1693	1014.52	1.07187	25.5643	75.694	21.5499	97.244	11.44	2024.79	39.2883											
2015/11/25 00:35:00		0.0	502.0	23.9115	14.3526	1014.53	1.00625	25.4535	82.283	19.602	101.885	11.44	2036.25	28.2983											
2015/11/25 00:40:00		0.0	502.0	23.95	14.4641	1014.48	1.05	25.5224	91.468	20.4647	111.933	11.44	1997.08	62.204											
2015/11/25 00:45:00		0.0	502.0	24.0057	14.4917	1014.45	1.04271	25.7337	91.937	19.4651	111.402	11.44	2010.63	92.274											
2015/11/25 00:50:00		0.0	502.0	24.0063	14.4917	1014.43	1.02813	25.8956	93.717	19.2528	112.97	11.44	1990.83	95.885											
2015/11/25 00:55:00		0.0	502.0	24.0042	14.4203	1014.42	0.99896	25.8951	86.944	18.6709	105.615	11.44	1856.25	84.784											
2015/11/25 01:00:00		0.0	502.0	24.0036	14.4135	1014.38	1.02813	25.8245	80.148	19.958	100.106	11.44	1728.33	72.069											
2015/11/25 01:05:00		0.91215	339.472	24.0	14.5443	1014.34	1.07917	25.6926	85.302	17.7774	103.08	11.44	1673.96	50.307											
2015/11/25 01:10:00		0.85186	351.644	24.0057	14.6839	1014.41	1.07187	25.5061	79.549	17.6576	97.207	11.216	1547.5	23.7373											
2015/11/25 01:15:00		0.64275	28.4599	24.0047	14.7271	1014.34	1.00625	25.3882	70.178	19.1399	89.318	11.3923	1402.08	15.9046											
2015/11/25 01:20:00		0.449998	40.8963	24.0099	14.9365	1014.31	1.05729	25.5361	64.702	16.9489	81.651	11.44	1296.46	73.569											
2015/11/25 01:25:00		0.57022	69.145	23.9948	15.1984	1014.28	1.06458	25.7713	58.906	19.1604	78.067	11.44	1222.29	92.767											
2015/11/25 01:30:00		0.71815	80.622	23.9854	15.4703	1014.24	1.04271	25.8513	54.92	19.6602	74.58	11.44	1164.58	86.809											
2015/11/25 01:35:00		0.82068	75.357	24.0099	15.6932	1014.21	1.02813	25.8266	56.932	19.8485	76.781	11.44	1221.25	72.958											
2015/11/25 01:40:00		0.76298	60.232	24.0667	15.774	1014.17	1.04271	25.7353	51.699	20.3312	72.031	11.44	1218.33	52.854											
2015/11/25 01:45:00		0.452633	17.9359	24.1141	15.6073	1014.18	1.10104	25.5603	48.5817	21.0946	69.676	11.44	1217.5	17.8726											
2015/11/25 01:50:00		0.60073	27.4724	24.1094	15.4417	1014.1	1.12292	25.3812	48.5594	19.424	67.983	11.44	1224.38	0.0											
2015/11/25 01:55:00		0.64313	38.8391	24.1094	15.3526	1014.07	1.07187	25.425	47.206	20.5263	67.732	11.44	1176.88	38.0025											
2015/11/25 02:00:00		0.63526	39.2756	24.112	15.4333	1014.01	1.04271	25.6196	44.6019	20.2798	64.882	11.44	1168.96	80.084											
2015/11/25 02:05:00		0.493102	33.0883	24.0365	15.562	1013.98	1.02083	25.7869	40.7271	19.4411	60.168	11.44	1156.46	91.374											
2015/11/25 02:10:00		0.5514	10.2311	24.0047	15.6979	1013.9	1.05	25.7904	34.2459	21.0193	55.265	11.44	1113.13	77.559											
2015/11/25 02:15:00		0.67349	52.071	24.0047	15.8297	1013.9	1.01354	25.7283	30.6659	19.7355	50.401	11.44	1037.71	60.493											
2015/11/25 02:20:00		0.78089	63.299	24.013	15.9698	1013.85	1.04271	25.5874	26.9541	20.3894	47.3435	11.44	974.38	30.3377											
2015/11/25 02:25:00		0.0	502.0	24.0063	16.1	1013.8	1.05	25.3971	24.8637	18.4038	43.2675	11.44	956.25	1.30009											
2015/11/25 02:30:00		0.265025	345.364	24.0073	16.0984	1013.83	1.1375	25.2851	27.776	18.1471	45.9231	11.44	992.08	1.49653											
2015/11/25 02:35:00		0.322626	2.52488	24.0068	16.0187	1013.91	1.03542	25.432	26.5566	18.3046	44.8611	11.44	978.54	52.375											
2015/11/25 02:40:00		0.367882	10.2504	24.0047	16.163	1013.88	1.03542	25.6575	29.2634	16.6682	45.9316	11.44	942.08	81.077											
2015/11/25 02:45:00		0.453	268.793	24.0063	16.2687	1013.86	1.05	25.7702	28.1869	16.699	44.8859	11.44	895.63	81.27											
